City	Division	Lat	Lon
Baraga, Michigan, United States	North America	46.7785433	-88.4890193
Lagrange, Ohio, United States	North America	41.2372753	-82.119872
Antioch, Tennessee, United States	North America	36.0597177	-86.6715948
Osakis, Minnesota, United States	North America	45.866908	-95.1522522
Amery, Wisconsin, United States	North America	45.3069062	-92.3621369
Galesburg, Illinois, United States	North America	40.9478158	-90.3712395
Jefferson, Georgia, United States	North America	34.1170537	-83.5723876
Delaplane, Virginia, United States	North America	38.9145894	-77.921857
Saint Marks, Florida, United States	North America	30.1610379	-84.2062825
Fitzgerald, Georgia, United States	North America	31.7149082	-83.2526545
Bear Valley, California, United States	North America	38.4925588	-120.04422
West Plains, Missouri, United States	North America	36.7281154	-91.8523711
Harrison Township, Michigan, United States	North America	42.5835951	-82.8293423
Huntsville, Alabama, United States	North America	34.7303688	-86.5861037
McCloud, California, United States	North America	41.2557119	-122.1394487
Cabot, Pennsylvania, United States	North America	40.7647869	-79.7664403
Toms Brook, Virginia, United States	North America	38.9464989	-78.4391741
Plaquemine, Louisiana, United States	North America	30.2890833	-91.2342744
Germantown, Maryland, United States	North America	39.1731621	-77.2716502
Comins, Michigan, United States	North America	44.7116622	-83.9955879
Ronkonkoma, New York, United States	North America	40.8064187	-73.1241488
Ponce Inlet, Florida, United States	North America	29.0963729	-80.9369983
Glencoe, Alabama, United States	North America	33.957043	-85.9324698
Newellton, Louisiana, United States	North America	32.0726546	-91.2409459
Palmyra, Wisconsin, United States	North America	42.8777882	-88.5862122
Zion, Illinois, United States	North America	42.4461322	-87.8328505
Fort Meade, Florida, United States	North America	27.7522526	-81.8017491
Embarrass, Wisconsin, United States	North America	44.6655362	-88.7073234
Ronan, Montana, United States	North America	47.5288233	-114.1015013
Clifford, Pennsylvania, United States	North America	41.685298	-75.5626039
Thomaston, Georgia, United States	North America	32.8881879	-84.3265854
Mountain View, California, United States	North America	37.3860517	-122.0838511
Candor, New York, United States	North America	42.2328518	-76.3424357
Morgan City, Louisiana, United States	North America	29.6993748	-91.20677
Jennings, Missouri, United States	North America	38.7192175	-90.2603903
Herrin, Illinois, United States	North America	37.8031056	-89.0275744
Goodwell, Oklahoma, United States	North America	36.5953038	-101.6365504
Clines Corners, New Mexico, United States	North America	35.0094982	-105.6691804
Woodfin, North Carolina, United States	North America	35.633444	-82.5820725
Lewes, Delaware, United States	North America	38.7745565	-75.1393498
Lincoln, New Hampshire, United States	North America	44.0380087	-71.6725066
Buffalo Gap, South Dakota, United States	North America	43.4916502	-103.312975
Humboldt, Kansas, United States	North America	37.8105961	-95.4369264
Tecumseh, Michigan, United States	North America	42.0039331	-83.9449417
Fairfield, Utah, United States	North America	40.2621714	-112.0929961
Destin, Florida, United States	North America	30.3935337	-86.4957833
Treynor, Iowa, United States	North America	41.2324965	-95.6130608
Burgaw, North Carolina, United States	North America	34.5521113	-77.926098
Honey Grove, Texas, United States	North America	33.5834377	-95.9099681
Livermore, California, United States	North America	37.6818745	-121.7680088
Turner, Oregon, United States	North America	44.8431766	-122.9528708
South Royalton, Vermont, United States	North America	43.8205295	-72.5213419
Minnesota City, Minnesota, United States	North America	44.0938521	-91.7495959
Grantville, Pennsylvania, United States	North America	40.3771826	-76.64444
Ashland, Ohio, United States	North America	40.8686675	-82.3182178
Mickleton, New Jersey, United States	North America	39.7904071	-75.2378013
Mount Jackson, Virginia, United States	North America	38.7459482	-78.6422377
Columbus, Nebraska, United States	North America	41.4302973	-97.3593904
Harlan, Iowa, United States	North America	41.653044	-95.3255541
Toronto, Kansas, United States	North America	37.7989253	-95.9491562
Cloverdale, Indiana, United States	North America	39.5147682	-86.7938968
Framingham, Massachusetts, United States	North America	42.279286	-71.4161565
Shelton, Washington, United States	North America	47.2150945	-123.1007066
Montville, New Jersey, United States	North America	40.9148209	-74.383763
Hearne, Texas, United States	North America	30.8785238	-96.5930258
Peetz, Colorado, United States	North America	40.9627642	-103.1124241
Thunderbolt, Georgia, United States	North America	32.0335445	-81.0498342
Rollinsford, New Hampshire, United States	North America	43.2361957	-70.8203355
Millbrook, Alabama, United States	North America	32.4798575	-86.3619163
Lodi, Wisconsin, United States	North America	43.313878	-89.5265093
Taos, New Mexico, United States	North America	36.4072485	-105.5730665
Crystal Mountain, Washington, United States	North America	46.9281666	-121.5045349
Swoope, Virginia, United States	North America	38.1581851	-79.2064223
Tannersville, Pennsylvania, United States	North America	41.0398099	-75.3057288
Wawarsing, New York, United States	North America	41.7588883	-74.3573343
Castleton, Virginia, United States	North America	38.6059551	-78.1066655
Macedonia, Iowa, United States	North America	41.1927723	-95.4255553
Lancaster, Wisconsin, United States	North America	42.8474905	-90.7106821
Cleveland, Wisconsin, United States	North America	43.9149942	-87.7473085
Garfield Heights, Ohio, United States	North America	41.4169974	-81.6059581
Walker, Michigan, United States	North America	43.0014133	-85.7680915
Creswell, North Carolina, United States	North America	35.8704415	-76.3921553
Cedarville, Michigan, United States	North America	45.9993618	-84.3627549
La Habra, California, United States	North America	33.9319578	-117.9461734
Scotland Neck, North Carolina, United States	North America	36.1296002	-77.4202475
Arthur, Illinois, United States	North America	39.7147552	-88.472278
Maysville, North Carolina, United States	North America	34.9048814	-77.2313436
Lowell, Wisconsin, United States	North America	43.3402719	-88.8170497
Monteagle, Tennessee, United States	North America	35.2400807	-85.8396979
Middle Bass, Ohio, United States	North America	41.6789377	-82.8121315
Wellston, Michigan, United States	North America	44.2120341	-85.8895551
Stanchfield, Minnesota, United States	North America	45.6731532	-93.1815113
Knob Noster, Missouri, United States	North America	38.7666798	-93.5585458
Leesport, Pennsylvania, United States	North America	40.4470377	-75.9663221
Harlowton, Montana, United States	North America	46.435512	-109.8343499
Linesville, Pennsylvania, United States	North America	41.6561656	-80.4239562
Superior, Colorado, United States	North America	39.9527634	-105.1685977
West Paris, Maine, United States	North America	44.3243357	-70.5736688
Resaca, Georgia, United States	North America	34.5803628	-84.9432765
Glen Arbor, Michigan, United States	North America	44.8977314	-85.9888528
Punxsutawney, Pennsylvania, United States	North America	40.9436753	-78.9708668
McClellanville, South Carolina, United States	North America	33.087972	-79.467312
Tulia, Texas, United States	North America	34.5358942	-101.7585159
Norwich, Connecticut, United States	North America	41.5242649	-72.0759105
Chewelah, Washington, United States	North America	48.276287	-117.7155208
Escalon, California, United States	North America	37.7974273	-120.9966033
Udall, Kansas, United States	North America	37.3875221	-97.1142063
Bridgewater, Massachusetts, United States	North America	41.9903519	-70.9750541
Wounded Knee, South Dakota, United States	North America	43.1405442	-102.365715
Gypsum, Colorado, United States	North America	39.6469295	-106.9517109
Grace, Idaho, United States	North America	42.5760314	-111.7305061
Belmont, New Hampshire, United States	North America	43.4445327	-71.4776054
Ten Sleep, Wyoming, United States	North America	44.0341262	-107.4511871
Laporte, Pennsylvania, United States	North America	41.4239666	-76.494113
La Center, Washington, United States	North America	45.8623367	-122.6703785
North Bend, Washington, United States	North America	47.4956579	-121.7867775
Hanover, Virginia, United States	North America	37.7665686	-77.3702444
Poplar Bluff, Missouri, United States	North America	36.7569994	-90.392888
Babylon, New York, United States	North America	40.6956552	-73.3256753
Independence, Texas, United States	North America	30.319167	-96.346389
Malcom, Iowa, United States	North America	41.7083302	-92.559076
Scarborough, Maine, United States	North America	43.5901974	-70.3344921
Lake Saint Louis, Missouri, United States	North America	38.7809384	-90.7883604
Nemo, South Dakota, United States	North America	44.1941528	-103.5049119
Williamstown, New Jersey, United States	North America	39.6862263	-74.995168
Newfane, New York, United States	North America	43.286723	-78.7103118
Crater Lake, Oregon, United States	North America	42.8684411	-122.1684785
Austwell, Texas, United States	North America	28.3902814	-96.842208
Harrisville, Rhode Island, United States	North America	41.9656539	-71.6745112
Hitchcock, Texas, United States	North America	29.3482905	-95.0160368
West Rutland, Vermont, United States	North America	43.5930919	-73.0451081
Posen, Michigan, United States	North America	45.2619573	-83.6988783
Hiddenite, North Carolina, United States	North America	35.9038065	-81.0905569
Yaphank, New York, United States	North America	40.8367653	-72.9170487
Marrowstone Island, Washington, United States	North America	48.0531478	-122.6893295
Bedford, Virginia, United States	North America	37.3343079	-79.5230877
Helotes, Texas, United States	North America	29.5780056	-98.6897451
Lame Deer, Montana, United States	North America	45.6230476	-106.6666984
Loris, South Carolina, United States	North America	34.0562812	-78.8903044
Orr, Minnesota, United States	North America	48.0535266	-92.8310021
Indiahoma, Oklahoma, United States	North America	34.619794	-98.7514573
Emigrant, Montana, United States	North America	45.368614	-110.7349943
Lake Ronkonkoma, New York, United States	North America	40.8320984	-73.1053707
Brownfield, Texas, United States	North America	33.1812035	-102.2743489
Copperopolis, California, United States	North America	37.9810358	-120.6418716
Waco, Kentucky, United States	North America	37.7425804	-84.1440947
Ambridge, Pennsylvania, United States	North America	40.5892339	-80.22506
Poplar Branch, North Carolina, United States	North America	36.2809379	-75.8921135
Swan Lake, Montana, United States	North America	47.9291146	-113.844821
Mexican Hat, Utah, United States	North America	37.151946	-109.8670664
Kingston, Ohio, United States	North America	39.4739514	-82.9107333
Hermitage, Tennessee, United States	North America	36.1988486	-86.6197777
Snowville, New Hampshire, United States	North America	43.9125724	-71.0578462
Sparta, New Jersey, United States	North America	41.0334562	-74.6363588
Pistol River, Oregon, United States	North America	42.2770563	-124.3948296
Paicines, California, United States	North America	36.7289127	-121.2788708
Sheridan, Texas, United States	North America	29.4935743	-96.6710854
Oxnard, California, United States	North America	34.1975048	-119.1770516
Bethel, Ohio, United States	North America	38.9636771	-84.0807664
Outing, Minnesota, United States	North America	46.820514	-93.9480252
New Philadelphia, Ohio, United States	North America	40.4897871	-81.4456706
Milford, Delaware, United States	North America	38.9126129	-75.4279748
Daleville, Indiana, United States	North America	40.1211545	-85.5580301
Halfway, Oregon, United States	North America	44.880715	-117.1146173
Alhambra, California, United States	North America	34.095287	-118.1270146
Dakota City, Iowa, United States	North America	42.7221935	-94.1971836
Bowman, Georgia, United States	North America	34.2048295	-83.0307002
Cicero, Indiana, United States	North America	40.1239257	-86.0133181
Jeannette, Pennsylvania, United States	North America	40.3281246	-79.6153198
New Lisbon, New Jersey, United States	North America	39.9583094	-74.6282653
Waterford, Pennsylvania, United States	North America	41.942833	-79.9844968
Terrell, Texas, United States	North America	32.7359626	-96.2752569
Girdwood, Alaska, United States	North America	60.9543247	-149.1598983
Castine, Maine, United States	North America	44.3888609	-68.7989582
Solway, Minnesota, United States	North America	47.5190848	-95.1293899
Cornwall, Pennsylvania, United States	North America	40.2737035	-76.4060727
Collinsville, Mississippi, United States	North America	32.4979183	-88.8458832
Manson, Washington, United States	North America	47.8847447	-120.1567011
Kinnelon, New Jersey, United States	North America	41.0017644	-74.367096
Connell, Washington, United States	North America	46.6634733	-118.8611117
Reedley, California, United States	North America	36.5963395	-119.4504029
Laytonsville, Maryland, United States	North America	39.2120504	-77.1427587
Silver Lake, Wisconsin, United States	North America	42.5461297	-88.165643
Ilion, New York, United States	North America	43.0150703	-75.0354347
Bostic, North Carolina, United States	North America	35.362623	-81.835657
Shonto, Arizona, United States	North America	36.5882755	-110.6586087
Corinth, Maine, United States	North America	44.9861321	-68.9991802
Plains, Pennsylvania, United States	North America	41.2753589	-75.8501955
Hanley Falls, Minnesota, United States	North America	44.6919746	-95.620282
San Benito, Texas, United States	North America	26.132576	-97.6311006
Jackson, Missouri, United States	North America	37.3822732	-89.6662063
Andreas, Pennsylvania, United States	North America	40.7517604	-75.7924148
Ladson, South Carolina, United States	North America	32.9857275	-80.1098123
Bolton, Massachusetts, United States	North America	42.4334258	-71.6078449
Sisseton, South Dakota, United States	North America	45.6646815	-97.0498046
Genoa, Colorado, United States	North America	39.2783208	-103.5002239
Abington, Massachusetts, United States	North America	42.1048228	-70.9453218
Fairlawn, Ohio, United States	North America	41.127833	-81.609844
Galeton, Pennsylvania, United States	North America	41.7331245	-77.641931
Crandall, Texas, United States	North America	32.6279113	-96.4558196
Cresson, Texas, United States	North America	32.5326369	-97.6178026
Suffern, New York, United States	North America	41.1148179	-74.1495889
Bay Head, New Jersey, United States	North America	40.0717828	-74.0543036
Prospect, Kentucky, United States	North America	38.345068	-85.615517
Langlois, Oregon, United States	North America	42.9236823	-124.4500174
Tabernash, Colorado, United States	North America	39.9935977	-105.8430661
Hildale, Utah, United States	North America	37.0035953	-112.9668812
Waseca, Minnesota, United States	North America	44.0770411	-93.5083843
Mesopotamia, Ohio, United States	North America	41.4651132	-80.9650023
Lanark, Illinois, United States	North America	42.1022465	-89.8334527
Davidsonville, Maryland, United States	North America	38.9227639	-76.6285545
Auburn, Michigan, United States	North America	43.6033582	-84.0697048
Oak Glen, California, United States	North America	34.0494574	-116.9478045
Granby, Colorado, United States	North America	40.086097	-105.9394597
Fremont, Wisconsin, United States	North America	44.2597027	-88.8648344
Blountstown, Florida, United States	North America	30.4435293	-85.0451953
Brooksville, Mississippi, United States	North America	33.2345685	-88.5822673
Garner, North Carolina, United States	North America	35.7112642	-78.6141709
Fairfax, California, United States	North America	37.9871454	-122.5888686
Keosauqua, Iowa, United States	North America	40.7303057	-91.9623949
Gillette, Wyoming, United States	North America	44.2910915	-105.5022205
Grassy Butte, North Dakota, United States	North America	47.3925145	-103.2479655
Gateway, Colorado, United States	North America	38.6806958	-108.9768837
The Dalles, Oregon, United States	North America	45.5945645	-121.1786823
Naugatuck, Connecticut, United States	North America	41.485921	-73.0506972
New Hartford, Connecticut, United States	North America	41.8793214	-72.9751693
Waterport, New York, United States	North America	43.3170024	-78.2514113
Norfork, Arkansas, United States	North America	36.2095132	-92.284323
Alcova, Wyoming, United States	North America	42.5521842	-106.7164296
Cream Ridge, New Jersey, United States	North America	40.1340316	-74.5236865
Berkeley Springs, West Virginia, United States	North America	39.6269902	-78.2271957
Woodville, Wisconsin, United States	North America	44.9530206	-92.2912993
Hebron, Kentucky, United States	North America	39.0661472	-84.7031888
Sun City, Arizona, United States	North America	33.5975393	-112.2718239
Bristol, Florida, United States	North America	30.4321407	-84.9757496
Nashua, Iowa, United States	North America	42.9522221	-92.5386382
Windsor, New Jersey, United States	North America	40.2420779	-74.5814407
Shiloh, Tennessee, United States	North America	35.1153617	-88.3617085
Lanai City, Hawaii, United States	North America	20.8310422	-156.9302976
Sterling, Utah, United States	North America	39.1935732	-111.69242
Royston, Georgia, United States	North America	34.2870503	-83.1101483
Riverbank, California, United States	North America	37.7360396	-120.9354895
Ukiah, California, United States	North America	39.1501709	-123.2077831
West Amwell, New Jersey, United States	North America	40.3731071	-74.8857989
Yorba Linda, California, United States	North America	33.8886259	-117.8131125
North Babylon, New York, United States	North America	40.7164881	-73.3217861
Fair Oaks, Indiana, United States	North America	41.0750361	-87.2575283
Sierraville, California, United States	North America	39.5895383	-120.3669804
Flat Rock, Michigan, United States	North America	42.0964314	-83.2918744
Kettle Falls, Washington, United States	North America	48.6107354	-118.0558218
Lake Isabella, California, United States	North America	35.6180087	-118.473141
Eva, Tennessee, United States	North America	36.0643415	-88.0040716
Hughesville, Maryland, United States	North America	38.5326217	-76.7838559
Lincoln City, Indiana, United States	North America	38.1211724	-86.9986339
Lyons, Colorado, United States	North America	40.2247075	-105.271378
Penfield, New York, United States	North America	43.1560711	-77.4472495
South Daytona, Florida, United States	North America	29.1658158	-81.0044995
Southwest Gulf Coast, Florida, United States	North America	26.301279	-81.797643
Jerome, Idaho, United States	North America	42.7240732	-114.5186534
Willows, California, United States	North America	39.5243265	-122.1935931
Green River, Utah, United States	North America	38.9955607	-110.1596352
Spencer, Iowa, United States	North America	43.1450748	-95.144318
Seneca, Kansas, United States	North America	39.834165	-96.0641676
Danbury, New Hampshire, United States	North America	43.5256297	-71.8617481
Medicine Lake, Montana, United States	North America	48.5014544	-104.5048575
Roanoke, Texas, United States	North America	33.0040126	-97.2258483
Hackensack, Minnesota, United States	North America	46.9307923	-94.5205518
Green Meadow, Florida, United States	North America	28.271575	-81.485879
Paramus, New Jersey, United States	North America	40.9445428	-74.0754189
Fairfield, New Jersey, United States	North America	40.8837406	-74.3059959
Rollinsville, Colorado, United States	North America	39.9172094	-105.5011084
Sunset, Florida, United States	North America	25.7059354	-80.352275
Morton, Washington, United States	North America	46.5584421	-122.2751046
Brackney, Pennsylvania, United States	North America	41.989798	-75.926862
Town and Country, Missouri, United States	North America	38.6122751	-90.4634532
Gaines, Pennsylvania, United States	North America	41.7341496	-77.5390127
Verona, Kentucky, United States	North America	38.8180932	-84.6606092
Hite, Utah, United States	North America	37.8627854	-110.3958597
Inola, Oklahoma, United States	North America	36.1512097	-95.5094195
Biwabik, Minnesota, United States	North America	47.5329811	-92.3401787
Wewoka, Oklahoma, United States	North America	35.1586902	-96.4933457
Chesterfield, Virginia, United States	North America	37.3673217	-77.6077865
Anna Maria, Florida, United States	North America	27.5041264	-82.7144811
Platte, South Dakota, United States	North America	43.3869397	-98.8445303
Montrose, South Dakota, United States	North America	43.6985894	-97.1836712
Spencerport, New York, United States	North America	43.1864501	-77.8038972
Little Meadows, Pennsylvania, United States	North America	41.9906303	-76.1307604
White Hills, Arizona, United States	North America	35.7402825	-114.3507557
El Portal, California, United States	North America	37.6746514	-119.7840609
Devens, Massachusetts, United States	North America	42.5455027	-71.6139348
Waterville, Washington, United States	North America	47.6470761	-120.0711788
Warm Springs, Oregon, United States	North America	32.8904081	-84.6810381
Lathrop, California, United States	North America	37.8227046	-121.27661
Potosi, Missouri, United States	North America	37.936438	-90.7879086
Twin Peaks, California, United States	North America	34.2384241	-117.2358006
Fort Garland, Colorado, United States	North America	37.4288973	-105.4338999
Crystal, Minnesota, United States	North America	45.0327425	-93.3602286
Weston, Maine, United States	North America	45.7331159	-67.8780687
Tonopah, Arizona, United States	North America	33.4934778	-112.9370802
Anson, Maine, United States	North America	44.7983618	-69.8892408
Dewey, Oklahoma, United States	North America	36.7959193	-95.9355387
Ancram, New York, United States	North America	42.0498222	-73.6355284
Browns Summit, North Carolina, United States	North America	36.2127803	-79.7131567
South Plainfield, New Jersey, United States	North America	40.5792701	-74.4115401
Southgate, Michigan, United States	North America	42.2139284	-83.1938147
Sparta, Michigan, United States	North America	43.1608578	-85.7100393
Easton, Massachusetts, United States	North America	42.0245442	-71.1286594
San Antonio, Texas, United States	North America	29.4241219	-98.4936282
Burwell, Nebraska, United States	North America	41.7816732	-99.1331539
Rocky Point, North Carolina, United States	North America	34.4350957	-77.8877304
Riverton, Utah, United States	North America	40.521893	-111.9391023
Duchesne, Utah, United States	North America	40.1632913	-110.4029329
Elm Grove, Wisconsin, United States	North America	43.0430678	-88.078978
Harvel, Illinois, United States	North America	39.3561612	-89.5323151
Clarksville, Virginia, United States	North America	36.6240297	-78.5569449
Harrisburg, Illinois, United States	North America	37.7383812	-88.540607
Glasgow, Montana, United States	North America	48.1969637	-106.6367127
Essex, Montana, United States	North America	48.2780178	-113.6126035
Stanfordville, New York, United States	North America	41.8671647	-73.7137984
West Grove, Pennsylvania, United States	North America	39.8220535	-75.8274413
Clayton, Illinois, United States	North America	40.0314366	-90.9606897
Nipton, California, United States	North America	35.4666532	-115.2722098
Broadview Heights, Ohio, United States	North America	41.3139426	-81.6851271
Valley, Alabama, United States	North America	32.8187406	-85.1793852
Red Bay, Alabama, United States	North America	34.4398202	-88.1408747
Waitsburg, Washington, United States	North America	46.2704176	-118.1532861
Conyngham, Pennsylvania, United States	North America	40.9920285	-76.0565946
Chino, California, United States	North America	34.0122346	-117.688944
Potts Grove, Pennsylvania, United States	North America	40.2648195	-75.61185
Macedon, New York, United States	North America	43.0692299	-77.2988746
Lancaster, Ohio, United States	North America	39.7136754	-82.5993294
Raynham, Massachusetts, United States	North America	41.9487077	-71.0731162
Hamburg, Arkansas, United States	North America	33.2281757	-91.7976285
Springville, New York, United States	North America	42.5083952	-78.6672482
Langdon, North Dakota, United States	North America	48.7600007	-98.3681728
Roseville, California, United States	North America	38.7521235	-121.2880059
New Hope, Alabama, United States	North America	34.5370339	-86.3944307
Marlboro, New Jersey, United States	North America	40.3380949	-74.2687291
Roselle, Illinois, United States	North America	41.9847504	-88.0797933
Hunt Valley, Maryland, United States	North America	39.4900013	-76.6585074
Gering, Nebraska, United States	North America	41.8263619	-103.6577616
North Port, Florida, United States	North America	27.044224	-82.2359254
Highland Park, Texas, United States	North America	32.8334607	-96.7919454
Ashley, Illinois, United States	North America	38.3294942	-89.1909097
West Seneca, New York, United States	North America	42.8358977	-78.7538895
Mendon, New York, United States	North America	42.9976979	-77.5048696
Murray, Idaho, United States	North America	47.6271499	-115.8584985
Lebanon, Kentucky, United States	North America	37.5697868	-85.2527381
Smithville, Tennessee, United States	North America	35.9606185	-85.8141516
Warrenton, Texas, United States	North America	30.0174439	-96.7319212
East Hartford, Connecticut, United States	North America	41.7634219	-72.6128339
Kyle, South Dakota, United States	North America	43.4249934	-102.1765463
Montverde, Florida, United States	North America	28.6002769	-81.673964
Decatur, Texas, United States	North America	33.2342834	-97.5861393
Watertown, Tennessee, United States	North America	36.1003358	-86.1319341
Klamath, California, United States	North America	41.5265092	-124.0384069
Winston, Oregon, United States	North America	43.1223383	-123.4125723
Hampshire, Illinois, United States	North America	42.0978027	-88.5303643
Garnerville, New York, United States	North America	41.2074444	-73.9973089
East Kingston, New Hampshire, United States	North America	42.925219	-71.0165766
Cocoa, Florida, United States	North America	28.3861159	-80.7419984
Renton, Washington, United States	North America	47.4828776	-122.2170661
Kosciusko, Mississippi, United States	North America	33.0576295	-89.5875764
Cleveland, Tennessee, United States	North America	35.1595182	-84.8766115
Stark, New Hampshire, United States	North America	44.601325	-71.4248026
Arkansas City, Arkansas, United States	North America	33.6087222	-91.2067794
Shell Lake, Wisconsin, United States	North America	45.7393928	-91.9254537
Kempner, Texas, United States	North America	31.081007	-98.0025249
Independence, Oregon, United States	North America	44.8512305	-123.1867655
Castle Rock, Colorado, United States	North America	39.3722121	-104.8560902
West Kingston, Rhode Island, United States	North America	41.4833962	-71.5532291
Cal Nev Ari, Nevada, United States	North America	35.3055496	-114.8835866
Social Circle, Georgia, United States	North America	33.656228	-83.718231
Springfield, Louisiana, United States	North America	30.4290818	-90.5487012
Grand Coteau, Louisiana, United States	North America	30.4199203	-92.0465087
Knights Ferry, California, United States	North America	37.8196499	-120.6721494
Fulton, Missouri, United States	North America	38.8467082	-91.9479586
Point Washington, Florida, United States	North America	30.3701993	-86.1149405
West Windsor Township, New Jersey, United States	North America	40.2983262	-74.618634
Dennis Port, Massachusetts, United States	North America	41.658445	-70.1286293
Marion Center, Pennsylvania, United States	North America	40.7700641	-79.050034
Nunica, Michigan, United States	North America	43.0798819	-86.0669335
Goshen, New York, United States	North America	41.4020382	-74.3243191
South Pittsburg, Tennessee, United States	North America	35.0123024	-85.7044149
Tomales, California, United States	North America	38.246307	-122.9055518
Princeton, Iowa, United States	North America	41.6748689	-90.3409096
Brookston, Indiana, United States	North America	40.6028144	-86.8672339
Oldsmar, Florida, United States	North America	28.0341847	-82.6650992
Copiague, New York, United States	North America	40.6814892	-73.3998445
Oakhurst, California, United States	North America	37.3279997	-119.6493154
Arcadia, Indiana, United States	North America	40.1758704	-86.0216521
Fort McCoy, Florida, United States	North America	29.3649734	-81.9670322
Merigold, Mississippi, United States	North America	33.8390012	-90.7262088
Horsham, Pennsylvania, United States	North America	40.1784422	-75.1285061
Checotah, Oklahoma, United States	North America	35.4700993	-95.5230356
Tracys Landing, Maryland, United States	North America	38.7801162	-76.5957937
College Park, Maryland, United States	North America	38.9896967	-76.93776
West Alton, Missouri, United States	North America	38.8650487	-90.2226109
New Albany, Indiana, United States	North America	38.2856247	-85.8241312
Stafford, Kansas, United States	North America	37.9622371	-98.6006375
Polaris, Montana, United States	North America	45.37005	-113.1190489
New Hampton, New Hampshire, United States	North America	43.6236211	-71.6304407
Hope, Alaska, United States	North America	60.9202778	-149.6402778
Lester Prairie, Minnesota, United States	North America	44.8838514	-94.0416389
Bailey Island, Maine, United States	North America	43.7366927	-69.9940654
Conway, Washington, United States	North America	48.3403804	-122.3429343
Englewood, Florida, United States	North America	26.9620053	-82.3525952
Central, Alaska, United States	North America	65.5725	-144.8030556
Onancock, Virginia, United States	North America	37.7117971	-75.7490966
Petaluma, California, United States	North America	38.232417	-122.6366524
Excelsior, Minnesota, United States	North America	44.9032963	-93.5663455
Talcott, West Virginia, United States	North America	37.6515095	-80.7542478
Chehalis, Washington, United States	North America	46.6620478	-122.9640175
Portola, California, United States	North America	39.8104567	-120.4691034
Annandale, Minnesota, United States	North America	45.2611111	-94.1241667
New Cumberland, Pennsylvania, United States	North America	40.2323122	-76.8846956
Christmas, Florida, United States	North America	28.5363893	-81.0175609
Turnersville, New Jersey, United States	North America	39.7728846	-75.0518583
Seaford, Delaware, United States	North America	38.6412256	-75.6110381
Bargersville, Indiana, United States	North America	39.5208818	-86.1677657
LaFayette, New York, United States	North America	42.9119147	-76.1125902
Glendale, Wisconsin, United States	North America	43.135288	-87.9356423
Bushkill, Pennsylvania, United States	North America	41.093429	-75.0018401
Lakewood Ranch, Florida, United States	North America	27.4117037	-82.4285151
Talbott, Tennessee, United States	North America	36.1528608	-83.4151004
Redmond, Washington, United States	North America	47.6739881	-122.121512
Alexandria, Minnesota, United States	North America	45.8848164	-95.3776663
Quapaw, Oklahoma, United States	North America	36.9545117	-94.7880057
Merrill, Michigan, United States	North America	43.4097497	-84.3288783
Richland, Pennsylvania, United States	North America	40.3547881	-76.2566017
Fox, Alaska, United States	North America	64.9580556	-147.6183333
Miami, Arizona, United States	North America	33.3992217	-110.8687232
Loxley, Alabama, United States	North America	30.6182476	-87.7530454
Trempealeau, Wisconsin, United States	North America	44.0055185	-91.4420883
Lincoln, Nebraska, United States	North America	40.8257625	-96.6851982
Tipton, Michigan, United States	North America	42.0168804	-84.0642395
Sangerville, Maine, United States	North America	45.1645956	-69.357317
Bruce, South Dakota, United States	North America	44.4380228	-96.8900589
Coburn, Pennsylvania, United States	North America	40.8668929	-77.4601581
Upland, California, United States	North America	34.09751	-117.6483876
Oakville, Connecticut, United States	North America	41.5934302	-73.0853867
Englewood Cliffs, New Jersey, United States	North America	40.8853773	-73.9523597
Benwood, West Virginia, United States	North America	40.0181288	-80.7342493
Olema, California, United States	North America	38.0407566	-122.7880459
Big Arm, Montana, United States	North America	47.7979969	-114.2948454
Willard, Missouri, United States	North America	37.305047	-93.4285272
New Baltimore, Michigan, United States	North America	42.6811436	-82.7368616
Deale, Maryland, United States	North America	38.7765055	-76.5552359
Lincoln, Massachusetts, United States	North America	42.4259283	-71.3039469
North Haven, Connecticut, United States	North America	41.3909139	-72.8595447
Milledgeville, Georgia, United States	North America	33.0801429	-83.2320991
East Dennis, Massachusetts, United States	North America	41.7426094	-70.1619638
Brighton, Illinois, United States	North America	39.0397688	-90.1406643
Saint Joe, Indiana, United States	North America	41.315346	-84.9028
Bodfish, California, United States	North America	35.588009	-118.4920303
Mendocino, California, United States	North America	39.3076744	-123.7994591
Ontario, New York, United States	North America	43.2209426	-77.2833793
Lake Arthur, Louisiana, United States	North America	30.080764	-92.6715308
Clifton, New Jersey, United States	North America	40.8584328	-74.1637553
Roque Bluffs, Maine, United States	North America	44.6128562	-67.4797131
Kelly, Wyoming, United States	North America	43.6215511	-110.6239355
Jamestown, California, United States	North America	37.9532584	-120.4226952
Collinsville, Texas, United States	North America	33.5614982	-96.9111138
Thurber, Texas, United States	North America	32.5073531	-98.4172728
Alma, Wisconsin, United States	North America	44.3199654	-91.9148839
Streetsboro, Ohio, United States	North America	41.2392227	-81.3459405
Chamblee, Georgia, United States	North America	33.8920468	-84.2988126
Bishop, California, United States	North America	37.3614238	-118.3996636
Evans Mills, New York, United States	North America	44.0881158	-75.8071525
Salter Path, North Carolina, United States	North America	34.6884952	-76.886051
Mossyrock, Washington, United States	North America	46.5295517	-122.4851112
Mount Vernon, Kentucky, United States	North America	37.3528615	-84.3404919
